english,urdu_ref,urdu_google,urdu_meta,bleu_google,bleu_meta
how did zain die,زین کی موت کیسے ہوئی,زین کی موت کیسے ہوئی,کس طرح زین مر گیا,100.00000000000004,10.682175159905853
he is not young,وہ جوان نہیں ہے,وہ جوان نہیں ہے,وہ نوجوان نہیں ہے,100.00000000000004,35.35533905932737
i dont like sushi,مجھے سشی پسند نہیں,مجھے سشی پسند نہیں,مجھے سوشی پسند نہیں,100.00000000000004,35.35533905932737
i think he is right,مجھے لگتا ہے کہ وہ صحیح ہے۔,مجھے لگتا ہے کہ وہ صحیح ہے۔,مجھے لگتا ہے کہ وہ صحیح ہے,100.00000000000004,80.91067115702207
zain gave up all hope,زین نے ساری امیدیں چھوڑ دیں۔,زین نے ساری امیدیں چھوڑ دیں۔,زینب نے تمام امیدوں کو چھوڑ دیا,100.00000000000004,7.809849842300641
i am sleeping,میں سو رہا ہوں,میں سو رہا ہوں,میں خواب میں ہوں,100.00000000000004,18.99589214128981
i know why he did it,میں جانتا ہوں کہ اس نے ایسا کیوں کیا۔,میں جانتا ہوں کہ اس نے ایسا کیوں کیا۔,میں جانتا ہوں کہ اس نے یہ کیوں کیا,100.00000000000004,61.04735835807847
i go to kyoto,میں کیوٹو جاتا ہوں۔,میں کیوٹو جاتا ہوں۔,میں کیوٹو جا رہا ہوں,100.00000000000004,21.3643503198117
do it at once,اسے فورا٘ کرو۔,ایک بار میں کرو,ایک ہی وقت میں ایسا کریں,0.0,0.0
what size is that,یہ کیا سائز ہے,یہ کیا سائز ہے,یہ کتنا بڑا ہے,100.00000000000004,18.99589214128981
i met him just now,میں ابھی اس سے ملا ہوں۔,میں ابھی اس سے ملا تھا۔,اب میں نے اس سے ملاقات کی,75.98356856515926,14.535768424205482
everybody sat down,سب بیٹھ گئے,سب بیٹھ گئے,سب بیٹھے ہیں,100.00000000000004,27.516060407455225
zain is your father,زین تمہارا باپ ہے۔,زین تمہارا باپ ہے۔,زین آپ کا باپ ہے,100.00000000000004,12.70331870386537
you cant leave yet,آپ ابھی تک نہیں چھوڑ سکتے,آپ ابھی تک نہیں چھوڑ سکتے,آپ ابھی تک جا رہے ہیں,100.00000000000004,30.213753973567677
i am talking with tom,میں ٹام سے بات کر رہا ہوں۔,میں ٹام سے بات کر رہا ہوں۔,میں ٹام کے ساتھ بات کر رہا ہوں,100.00000000000004,25.848657697858535
i am really confused,میں واقعی الجھن میں ہوں,میں واقعی الجھن میں ہوں,میں واقعی پریشان ہوں,100.00000000000004,27.534765745159184
i dont have a garden,میرے پاس باغ نہیں ہے۔,میرے پاس باغ نہیں ہے۔,مجھے کوئی باغ نہیں ہے,100.00000000000004,21.3643503198117
put it on,اس پر رکھو,اس پر رکھو,اس پر رکھیں,100.00000000000004,55.03212081491043
may i accompany you?,کیا میں آپ کا ساتھ دے سکتا ہوں؟,کیا میں آپ کا ساتھ دے سکتا ہوں؟,کیا میں تمہارے ساتھ رہ سکتا ہوں؟,100.00000000000004,17.026116978186877
two weeks went by,دو ہفتے گزر گئے,دو ہفتے گزر گئے,دو ہفتوں کے بعد,100.00000000000004,15.97357760615681
dont laugh,مت ہنسو,مت ہنسو,ہنستے نہیں,100.00000000000004,0.0
how was your day,آپ کا دن کیسا گزرا,آپ کا دن کیسا رہا؟,تمہارا دن کیسے تھا,66.87403049764218,12.44023474812678
you look stunning,تم بہوت شاندار لگ رہے ہو,تم شاندار لگ رہے ہو,آپ حیرت انگیز نظر آتے ہیں,57.89300674674101,0.0
dont speak so fast,اتنی جلدی مت بولو,اتنی جلدی مت بولو,اتنی تیزی سے بات نہ کریں,100.00000000000004,8.116697886877475
my foot fell asleep,میرا پاؤں سو گیا,میرا پاؤں سو گیا,میرے پاؤں خواب میں گر پڑے,100.00000000000004,8.116697886877475
he has money,اس کے پاس پیسہ ہے,اس کے پاس پیسہ ہے,وہ پیسہ ہے,100.00000000000004,28.254432923044853
he gave up hope,اس نے امید چھوڑ دی,اس نے امید چھوڑ دی,اُس نے امید کو چھوڑ دیا,100.00000000000004,17.965205598154213
i sent zain back home,میں نے زین کو گھر بھیج دیا۔,میں نے زین کو گھر بھیج دیا۔,میں نے زینب کو گھر بھیجا,100.00000000000004,19.43309443637607
doesn’t matter,کوئی فرق نہیں پڑتا!,کوئی فرق نہیں پڑتا,کوئی فرق نہیں,77.88007830714052,51.341711903259224
zain survived,زین بچ گیا,زین بچ گیا,زینب زندہ,100.00000000000004,0.0
wheres my diary,میری ڈائری کہاں ہے,میری ڈائری کہاں ہے,میرا روزنامہ ہے,100.00000000000004,19.716118825581447
she stopped to smoke,وہ تمباکو نوشی کرنا بند کر دیا,وہ تمباکو نوشی کرنا بند کر دیا,وہ تمباکو نوشی چھوڑ کر,100.00000000000004,28.64190457979541
you knew that right,آپ کو یہ صحیح معلوم تھا۔,آپ کو یہ صحیح معلوم تھا۔,آپ کو معلوم تھا کہ صحیح,100.00000000000004,19.304869754804482
its exciting,یہ دلچسپ,یہ دلچسپ,ان کی دلچسپی,100.00000000000004,0.0
i like spoons,مجھے چمچے پسند ہیں۔,مجھے چمچے پسند ہیں۔,مجھے سونا پسند ہے,100.00000000000004,18.99589214128981
you should leave,آپ کو چھوڑ دینا چاہئے,آپ کو چھوڑ دینا چاہئے,آپ کو چھوڑنا چاہئے,100.00000000000004,27.534765745159184
i want to go with you,"میں تیرے ساتھ جانا چاہتا ہوں۔""",میں آپ کے ساتھ جانا چاہتا ہوں۔,میں تمہارے ساتھ جانا چاہتا ہوں,43.47208719449914,27.48254571080018
lets hurry it up,چلو جلدی کرو,چلو جلدی کرو,اسے جلدی کر دیں,100.00000000000004,15.97357760615681
it might be fun,یہ مزہ ہو سکتا ہے,یہ مزہ ہو سکتا ہے,مذاق ہو سکتا ہے,100.00000000000004,46.30777161991026
i never got caught,میں کبھی پکڑا نہیں گیا,میں کبھی پکڑا نہیں گیا,میں نے کبھی پکڑا نہیں,100.00000000000004,42.7287006396234
why arent they back,وہ واپس کیوں نہیں آئے؟,وہ واپس کیوں نہیں آئے؟,وہ کیوں واپس آتے ہیں,100.00000000000004,14.058533129758727
zain knew something,زین کو کچھ معلوم تھا۔,زین کو کچھ معلوم تھا۔,زینب کچھ جانتا ہے,100.00000000000004,12.44023474812678
she likes miniskirts,اسے منی اسکرٹس پسند ہیں۔,اسے منی اسکرٹس پسند ہیں۔,وہ مینی کارڈ پسند کرتا ہے,100.00000000000004,8.116697886877475
you woke me,تم نے مجھے جگایا,تم نے مجھے جگایا,آپ نے مجھے بیدار کر دیا,100.00000000000004,16.233395773754946
i was born here,میں یہاں پیدا ہوا تھا,میں یہاں پیدا ہوا تھا۔,میں یہاں پیدا ہوا ہوں,66.87403049764218,66.87403049764218
i play with him,میں اس کے ساتھ کھیلتا ہوں۔,میں اس کے ساتھ کھیلتا ہوں۔,میں اس کے ساتھ کھیلتا ہوں,100.00000000000004,75.98356856515926
i will take the bus,میں بس لے جاؤں گا۔,میں بس لے جاؤں گا۔,میں بس لے جاؤں گا,100.00000000000004,66.87403049764218
he seems to be sick,وہ بیمار لگتا ہے,وہ بیمار لگتا ہے,وہ بیمار لگتا ہے,100.00000000000004,100.00000000000004
i have to go to bed,میں سونے کیلئے بستر پر لیٹ چکا ہوں,مجھے بستر پر جانا ہے,مجھے بستر پر جانے کی ضرورت ہے,11.725004053101795,11.386050660556931
please continue,براہ مہربانی آنکھوں میں,براہ مہربانی جاری رکھیں,براہ مہربانی جاری رکھیں,31.947155212313625,31.947155212313625
is anybody here,یہاں کوئی ہے؟,یہاں کوئی ہے؟,یہاں کوئی ہے,100.00000000000004,55.03212081491043
were winning,جیت رہے تھے,جیت رہے تھے,جیتنے والے تھے,100.00000000000004,27.516060407455225
zain looks pretty bad,زین بہت برا لگ رہا ہے,زین بہت برا لگ رہا ہے,زینب بہت برا لگتا ہے,100.00000000000004,19.357693493908812
my bag was stolen,میرا بیگ چوری ہو گیا تھا,میرا بیگ چوری ہو گیا تھا۔,میری بیگ چوری ہو گئی,75.98356856515926,32.55563013321615
don’t make it matter of ego,اسے انا کی بات نہ بنائیں,اسے انا کی بات نہ بنائیں,خود کے بارے میں بات نہ کریں,100.00000000000004,13.134549472120794
he went to bed because he was tired,وہ سونے چلا گیا ہے کیونکہ وہ تھکا ہوا تھا.,وہ بستر پر چلا گیا کیونکہ وہ تھکا ہوا تھا,وہ بستر پر چلا گیا کیونکہ وہ تھکا ہوا تھا,42.2683921634124,42.2683921634124
i agree with you,میں تمہارے ساتھ متفق ہیں,میں آپ سے متفق ہوں۔,میں آپ سے متفق ہوں,12.70331870386537,12.70331870386537
it may rain tomorrow,کل بارش ہو سکتی ہے۔,کل بارش ہو سکتی ہے۔,بارش ہو سکتی ہے فردا,100.00000000000004,39.76353643835254
lets eat sushi,سوشی کھانے دو,سوشی کھانے دو,سوشی کھائیں,100.00000000000004,30.326532985631665
dont pick your nose,اپنی ناک نہ اٹھاؤ,اپنی ناک نہ اٹھاؤ,تمہارا دماغ نہ پکڑو,100.00000000000004,15.97357760615681
zain asked a question,زین نے سوال کیا,زین نے سوال کیا,زین نے ایک سوال پوچھا,100.00000000000004,23.643540225079395
this is how we do it,اس طرح ہم یہ کرتے ہیں,اس طرح ہم یہ کرتے ہیں,یہ ہے کہ ہم یہ کیسے کرتے ہیں,100.00000000000004,15.619699684601276
thats my answer,یہ میرا جواب ہے,یہ میرا جواب ہے,یہ میرا جواب ہے,100.00000000000004,100.00000000000004
did zain cause this,زین نے اس کی وجہ کیا؟,زین نے اس کی وجہ کیا؟,اس کی وجہ یہ ہے کہ,100.00000000000004,30.213753973567677
zain wasnt murdered,زین کو قتل نہیں کیا گیا۔,زین کو قتل نہیں کیا گیا۔,زینب کو قتل کر دیا گیا,100.00000000000004,16.233395773754946
i need to stop,مجھے رکنے کی ضرورت ہے۔,مجھے رکنے کی ضرورت ہے۔,مجھے روکنے کی ضرورت ہے,100.00000000000004,23.643540225079395
he's a smart boy,وہ عقلمند لڑکا ہے۔,وہ ایک ذہین لڑکا ہے۔,وہ ایک ذہین لڑکا ہے,23.643540225079395,12.70331870386537
i knew your father,میں تمہارے باپ کو جانتا تھا۔,میں تمہارے باپ کو جانتا تھا۔,میں تمہارا باپ جانتا ہوں,100.00000000000004,11.51015341649912
what did you hide,تم نے کیا چھپایا,تم نے کیا چھپایا,تم نے کیا چھپایا,100.00000000000004,100.00000000000004
i had like to stay here,مجھے یہاں رہنا پسند تھا۔,مجھے یہاں رہنا پسند تھا۔,میں یہاں رہنا چاہتا تھا,100.00000000000004,21.3643503198117
i may be a bit crazy,میں تھوڑا پاگل ہو سکتا ہوں۔,میں تھوڑا پاگل ہو سکتا ہوں۔,میں تھوڑا سا پاگل ہو سکتا ہوں,100.00000000000004,30.739407647563215
i am going there now,میں اب وہاں جا رہا ہوں۔,میں اب وہاں جا رہا ہوں۔,میں اب وہاں جا رہا ہوں,100.00000000000004,75.98356856515926
i didnt get his joke,مجھے اس کا مذاق سمجھ نہیں آیا,مجھے اس کا مذاق سمجھ نہیں آیا,میں نے اس کے مذاق کو حاصل نہیں کیا,100.00000000000004,6.27465531099474
he has long hair,اس کے لمبے بال ہیں۔,اس کے لمبے بال ہیں۔,وہ طویل بال ہے,100.00000000000004,12.44023474812678
he saved the princess,اس نے شہزادی کو بچایا,اس نے شہزادی کو بچایا,اس نے شہزادی کو بچایا,100.00000000000004,100.00000000000004
zains impossible,زین ناممکن,زین ناممکن,ناممکن ہے,100.00000000000004,49.99999999999999
i must find out,مجھے معلوم کرنا ہوگا۔,مجھے معلوم کرنا چاہیے۔,مجھے پتہ ہونا چاہئے,59.460355750136046,15.97357760615681
somebody laughed,کوئی ہنسا,کوئی ہنسا,کسی کو ہنستے,100.00000000000004,0.0
a dog is following us,ایک کتا ہمارا پیچھا کر رہا ہے۔,ایک کتا ہمارا پیچھا کر رہا ہے۔,ایک گھوڑا ہماری پیروی کرتا ہے,100.00000000000004,6.870636427700047
she lied,اس نے جھوٹ بولا,اس نے جھوٹ بولا,وہ جھوٹ بولتی ہے,100.00000000000004,15.97357760615681
i hope zain comes soon,مجھے امید ہے کہ زین جلد آ جائے گا۔,مجھے امید ہے کہ زین جلد آ جائے گا۔,مجھے امید ہے کہ زینب جلد ہی آئے گا,100.00000000000004,31.55984539112945
do they know about us,کیا وہ ہمارے بارے میں جانتے ہیں؟,کیا وہ ہمارے بارے میں جانتے ہیں؟,کیا وہ ہمارے بارے میں جانتے ہیں,100.00000000000004,80.91067115702207
i lost my inspiration,میں نے اپنا حوصلہ کھو دیا۔,میں نے اپنا حوصلہ کھو دیا۔,میں نے اپنی حوصلہ افزائی کھو دی,100.00000000000004,15.619699684601283
we swam in the sea,ہم سمندر میں تیرے,ہم سمندر میں تیرے,ہم سمندر میں سوار ہوتے ہیں,100.00000000000004,30.213753973567677
she made tea for me,اس نے میرے لیے چائے بنائی,اس نے میرے لیے چائے بنائی,اس نے میرے لئے چائے بنائے,100.00000000000004,32.46679154750989
